CLASSE;ORDRE;FAMILLE;NOM SCIENTIFIQUE de l'espèce;NOM COMMUN (vernaculaire) de l'espèce
Aves;Apodiformes;Trochilidae;Lampornis hemileucus;Colibri à gorge lilas
Aves;Apodiformes;Trochilidae;Lampornis sybillae;Colibri de Sybil
Aves;Apodiformes;Trochilidae;Lampornis viridipallens;Colibri vert-d'eau
Aves;Apodiformes;Trochilidae;Lamprolaima rhami;Colibri à gorge grenat
Mammalia;Chiroptera;Phyllostomidae;Lampronycteris brachyotis;Chauves-souris
Aves;Passeriformes;Mitrospingidae;Lamprospiza melanoleuca;Tangara noir et blanc 
Aves;Passeriformes;Sturnidae;Lamprotornis regius;Spréo royal
Reptilia;Squamata;Colubridae;Langaha nasuta;Langaha porteépée
Aves;Passeriformes;Thraupidae;Lanio fulvus;Tangara mordoré 
Aves;Passeriformes;Tityridae;Laniocera hypopyrra;Aulia cendré 
Aves;Passeriformes;Laniidae;Lanius collurio;Pie-grièche écorcheur
Aves;Passeriformes;Laniidae;Lanius cristatus;Pie-grièche brune
Aves;Passeriformes;Laniidae;Lanius excubitor;Pie-grièche grise
Aves;Passeriformes;Laniidae;Lanius isabellinus;Pie-grièche isabelle
Aves;Passeriformes;Laniidae;Lanius meridionalis;Pie-grièche méridionale
Aves;Passeriformes;Laniidae;Lanius minor;Pie-grièche à poitrine rose
Aves;Passeriformes;Laniidae;Lanius nubicus;Pie-grièche masquée
Aves;Passeriformes;Laniidae;Lanius schach;Pie-grièche schach 
Aves;Passeriformes;Laniidae;Lanius senator;Pie-grièche à tête rousse
Reptilia;Squamata;Lanthanotidae;Lanthanotus borneensis;Lézard de Bornéo
Reptilia;Squamata;Hydrophiidae;Lapemis curtus;Lapémide de court
Aves;Charadriiformes;Laridae;Larus (Xema) sabini;Mouette de Sabine
Aves;Charadriiformes;Laridae;Larus argentatus;Goéland argenté
Aves;Charadriiformes;Laridae;Larus argentatus smithsonianus;Goéland hudsonien_ Goéland d'Amérique
Aves;Charadriiformes;Laridae;Larus armenicus;Goéland d'Arménie
Aves;Charadriiformes;Laridae;Larus atricilla;Mouette atricille
Aves;Charadriiformes;Laridae;Larus audouinii;Goéland d'Audouin
Aves;Charadriiformes;Laridae;Larus cachinnans;Goéland pontique
Aves;Charadriiformes;Laridae;Larus cachinnans michahellis;Goéland leucophée
Aves;Charadriiformes;Laridae;Larus canus;Goéland cendré
Aves;Charadriiformes;Laridae;Larus cirrocephalus;Mouette à tête grise
Aves;Charadriiformes;Laridae;Larus delawarensis;Goéland à bec cerclé
Aves;Charadriiformes;Laridae;Larus dominicanus;Goéland dominicain
Aves;Charadriiformes;Laridae;Larus fuscus;Goéland brun
Aves;Charadriiformes;Laridae;Larus genei;Goéland railleur
Aves;Charadriiformes;Laridae;Larus glaucoides;Goéland à ailes blanches_ Goéland arctique
Aves;Charadriiformes;Laridae;Larus hyperboreus;Goéland bourgmestre
Aves;Charadriiformes;Laridae;Larus ichthyaetus;Goéland ichthyaète
Aves;Charadriiformes;Laridae;Larus marinus;Goéland marin
Aves;Charadriiformes;Laridae;Larus melanocephalus;Mouette mélanocéphale
Aves;Charadriiformes;Laridae;Larus minutus;Mouette pygmée
Aves;Charadriiformes;Laridae;Larus philadelphia;Mouette de Bonaparte
Aves;Charadriiformes;Laridae;Larus pipixcan;Mouette de Franklin
Aves;Charadriiformes;Laridae;Larus relictus;Goéland de Mongolie
Aves;Charadriiformes;Laridae;Larus ridibundus;Mouette rieuse
Aves;Charadriiformes;Laridae;Larus sabini;Mouette de Sabine
Aves;Charadriiformes;Laridae;Larus smithsonianus;Goéland hudsonien_ Goéland d'Amérique
Aves;Passeriformes;Muscicapidae;Larvivora cyane;Rossignol bleu
Mammalia;Diprotodontia;Vombatidae;Lasiorhinus krefftii;Wombat à nez poilu du Queensland
Mammalia;Chiroptera;Vespertilionidae;Lasiurus atratus;Chauves-souris
Mammalia;Chiroptera;Vespertilionidae;Lasiurus blossevillii;Chauves-souris
Mammalia;Chiroptera;Vespertilionidae;Lasiurus ega;Chauves-souris
Mammalia;Chiroptera;Vespertilionidae;Lasiurus egregius;Chauves-souris
Aves;Gruiformes;Rallidae;Laterallus exilis;Râle grêle 
Aves;Gruiformes;Rallidae;Laterallus melanophaius;Râle brunoir 
Aves;Psittaciformes;Psittacidae;Lathamus discolor;Perruche de Latham
Aves;Passeriformes;Tyrannidae;Lathrotriccus euleri;Moucherolle d'Euler
Aves;Passeriformes;Tyrannidae;Legatus leucophaius;Tyran pirate 
Reptilia;Squamata;Colubridae;Leioheterodon madagascariensis;Hétérodon de Madagascar
Reptilia;Squamata;Pythonidae;Leiopython albertisii;Python à lèvres blanches
Aves;Passeriformes;Muscicapidae;Leiothrix argentauris;Léiothrix à joues argent
Aves;Passeriformes;Muscicapidae;Leiothrix lutea;Léiothrix jaune
Aves;Passeriformes;Icteridae;Leistes militaris;Sturnelle militaire
Mammalia;Primates;Lemuridae;Lemur catta;Lémur catta
Mammalia;Primates;Lemuridae;Lemuridae spp.;Grands lémurs
Mammalia;Primates;Cebidae;Leontopithecus caissara;Tamarin lion à face noire
Mammalia;Primates;Cebidae;Leontopithecus chrysomelas;Tamarin lion
Mammalia;Primates;Cebidae;Leontopithecus chrysopygus;Tamarin lion à croupe dorée
Mammalia;Primates;Cebidae;Leontopithecus rosalia;Singe-lion
Mammalia;Primates;Callitrichidae;Leontopithecus spp.;Singes-lions ou tamarins dorés
Mammalia;Carnivora;Felidae;Leopardus braccatus;Chat pantanal
Mammalia;Carnivora;Felidae;Leopardus colocolo;Chat des pampas
Mammalia;Carnivora;Felidae;Leopardus geoffroyi;Chat de Geoffroy
Mammalia;Carnivora;Felidae;Leopardus guigna;Guigna
Mammalia;Carnivora;Felidae;Leopardus jacobitus;Chat des Andes
Mammalia;Carnivora;Felidae;Leopardus pajeros;Chat des pampas
Mammalia;Carnivora;Felidae;Leopardus pardalis;Ocelot
Mammalia;Carnivora;Felidae;Leopardus pardalis mearnsi;Ocelot
Mammalia;Carnivora;Felidae;Leopardus pardalis mitis;Ocelot
Mammalia;Carnivora;Felidae;Leopardus tigrinus;Oncille_ Chat-tigre
Mammalia;Carnivora;Felidae;Leopardus tigrinus oncilla;Chat tigré
Mammalia;Carnivora;Felidae;Leopardus wiedii;Margay
Mammalia;Carnivora;Felidae;Leopardus wiedii nicaraguae;Margay
Mammalia;Carnivora;Felidae;Leopardus wiedii salvinia;Margay
Reptilia;Squamata;Sphaerodactylidae;Lepidoblepharis heyerorum;Gecko
Reptilia;Testudines;Cheloniidae;Lepidochelys kempi;Lépidochelyde de Kemp_ Tortue de Kemp
Reptilia;Testudines;Cheloniidae;Lepidochelys olivacea;Ridley du Pacifique_ Tortue olivâtre
Aves;Passeriformes;Furnariidae;Lepidocolaptes albolineatus;Grimpar lancéolé 
Aves;Apodiformes;Trochilidae;Lepidopyga coeruleogularis;Colibri faux-saphir
Aves;Apodiformes;Trochilidae;Lepidopyga goudoti;Colibri de Goudot
Aves;Apodiformes;Trochilidae;Lepidopyga lilliae;Colibri de Lillian
Aves;Passeriformes;Pipridae;Lepidothrix serena;Manakin à front blanc
Mammalia;Primates;Lepilemuridae;Lepilemur dorsalis;Lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur edwardsi;Lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur leucopus;Lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur microdon;Lépilémur
Mammalia;Primates;Megaladapidae;Lepilemur milanoii;Lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur mustelinus;Grand lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur ruficaudatus;Petit lépilémur
Mammalia;Primates;Lepilemuridae;Lepilemur septentrionalis;Lépilémur
Mammalia;Primates;Megaladapidae;Lepilemuridae spp.;Lépilémurs
Mammalia;Rodentia;Muridae;Leporillus conditor;Rat architecte
Reptilia;Squamata;Gymnophthalmidae;Leposoma guianense;Saurien
Mammalia;Carnivora;Felidae;Leptailurus serval;Serval
Amphibia;Anura;Leptodactylidae;Leptodactylus bolivianus;Bolivian toad-frog
Amphibia;Anura;Leptodactylidae;Leptodactylus chaquensis;Grenouille
Amphibia;Anura;Leptodactylidae;Leptodactylus fuscus;Leptodactyle galonné
Amphibia;Anura;Leptodactylidae;Leptodactylus guianensis;Grenouille
Amphibia;Anura;Leptodactylidae;Leptodactylus knudseni;Leptodactyle de Knudsen
Amphibia;Anura;Leptodactylidae;Leptodactylus latrans;Leptodactyle ocellé
Amphibia;Anura;Leptodactylidae;Leptodactylus leptodactyloides;Leptodactyle leptodactyloïde
Amphibia;Anura;Leptodactylidae;Leptodactylus longirostris;Leptodactyle à long museau
Amphibia;Anura;Leptodactylidae;Leptodactylus myersi;Leptodactyle de Myers
Amphibia;Anura;Leptodactylidae;Leptodactylus mystaceus;Leptodactyle à moustache
Amphibia;Anura;Leptodactylidae;Leptodactylus nesiotus;Grenouille
Amphibia;Anura;Leptodactylidae;Leptodactylus pentadactylus;Leptodactyle géant
Amphibia;Anura;Leptodactylidae;Leptodactylus petersii;Leptodactyle de Peters
Amphibia;Anura;Leptodactylidae;Leptodactylus rhodomystax;Leptodactyle rougeâtre
Amphibia;Anura;Leptodactylidae;Leptodactylus stenodema;Leptodactyle étroit
Reptilia;Squamata;Dipsadidae;Leptodeira annulata;Serpent
Aves;Falconiformes;Accipitridae;Leptodon cayanensis;Bec-en-croc de Cayenne_ Milan de Cayenne
Aves;Falconiformes;Accipitridae;Leptodon forbesi;Milan de Forbes
Mammalia;Carnivora;Phocidae;Leptonychotes weddellii;Phoque de Weddell
Reptilia;Squamata;Colubridae;Leptophis ahaetulla;Serpent
Aves;Passeriformes;Tyrannidae;Leptopogon amaurocephalus;Pipromorphe à tête brune 
Aves;Ciconiiformes;Ciconiidae;Leptoptilos dubius;Marabout argala
Aves;Psittaciformes;Psittacidae;Leptosittaca branickii;Conure à pinceaux d'or
Aves;Columbiformes;Columbidae;Leptotila rufaxilla;Colombe à front gris
Aves;Columbiformes;Columbidae;Leptotila verreauxi;Colombe de Verreaux 
Aves;Columbiformes;Columbidae;Leptotila wellsi;Colombe de Grenade
Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops bilineatus;Serpent
Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops collaris;Serpent
Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops macrolepis;Serpent
Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops septemstriatus;Serpent
Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops tenella;Serpent
Aves;Apodiformes;Trochilidae;Lesbia nuna;Porte-traîne nouna
Aves;Apodiformes;Trochilidae;Lesbia victoriae;Porte-traîne lesbie
Aves;Apodiformes;Trochilidae;Leucippus baeri;Colibri de Tumbes
Aves;Apodiformes;Trochilidae;Leucippus chionogaster;Ariane à ventre blanc
Aves;Apodiformes;Trochilidae;Leucippus chlorocercus;Colibri à queue verte
Aves;Apodiformes;Trochilidae;Leucippus fallax;Colibri trompeur
Aves;Apodiformes;Trochilidae;Leucippus hypostictus;Colibri grivelé
Aves;Apodiformes;Trochilidae;Leucippus taczanowskii;Colibri de Taczanowski
Aves;Apodiformes;Trochilidae;Leucippus viridicauda;Ariane du Pérou
Reptilia;Testudines;Geoemydidae;Leucocephalon yuwonoi;Géoémyde des Célèbes
Aves;Apodiformes;Trochilidae;Leucochloris albicollis;Colibri à gorge blanche
Aves;Charadriiformes;Laridae;Leucophaeus atricilla;Mouette atricille
Aves;Charadriiformes;Laridae;Leucophaeus pipixcan;Mouette de Franklin
Aves;Passeriformes;Sturnidae;Leucopsar rothschildi;Étourneau de Rothschild
Aves;Falconiformes;Accipitridae;Leucopternis albicollis;Buse blanche
Aves;Falconiformes;Accipitridae;Leucopternis kuhli;Buse à sourcils blancs
Aves;Falconiformes;Accipitridae;Leucopternis lacernulatus;Buse lacernulée
Aves;Falconiformes;Accipitridae;Leucopternis melanops;Buse à face noire 
Aves;Falconiformes;Accipitridae;Leucopternis occidentalis;Buse à dos gris
Aves;Falconiformes;Accipitridae;Leucopternis plumbea;Buse plombée
Aves;Falconiformes;Accipitridae;Leucopternis polionota;Buse mantelée
Aves;Falconiformes;Accipitridae;Leucopternis princeps;Buse barrée
Aves;Falconiformes;Accipitridae;Leucopternis schistacea;Buse ardoisée
Aves;Falconiformes;Accipitridae;Leucopternis semiplumbea;Buse semiplombée
Reptilia;Squamata;Pythonidae;Liasis fuscus;Python
Reptilia;Squamata;Pythonidae;Liasis mackloti;Python de Macklot
Reptilia;Squamata;Pythonidae;Liasis olivaceus;Python olive
Reptilia;Squamata;Boidae;Lichanura trivirgata;Boa à trois bandes
Aves;Passeriformes;Meliphagidae;Lichenostomus melanops cassidix;Méliphage casqué
Mammalia;Chiroptera;Phyllostomidae;Lichonycteris obscura;Chauves-souris
Aves;Charadriiformes;Scolopacidae;Limicola falcinellus;Bécasseau falcinelle
Aves;Charadriiformes;Scolopacidae;Limnodromus griseus;Limnodrome à bec court_ Bécassin roux
Aves;Charadriiformes;Scolopacidae;Limnodromus scolopaceus;Limnodrome à long bec_ Bécassin à long bec
Aves;Charadriiformes;Scolopacidae;Limosa haemastica;Barge hudsonienne
Aves;Charadriiformes;Scolopacidae;Limosa lapponica;Barge rousse
Aves;Passeriformes;Muscicapidae;Liocichla omeiensis;Garrulaxe de l'Omei
Mammalia;Chiroptera;Phyllostomidae;Lionycteris spurrelli;Chauves-souris
Reptilia;Squamata;Dipsadidae;Liophis breviceps;Serpent
Reptilia;Squamata;Dipsadidae;Liophis cobella;Serpent
Reptilia;Squamata;Dipsadidae;Liophis lineatus;Serpent
Reptilia;Squamata;Dipsadidae;Liophis miliaris;Serpent
Reptilia;Squamata;Dipsadidae;Liophis reginae;Serpent
Reptilia;Squamata;Dipsadidae;Liophis typhlus;Serpent
Reptilia;Squamata;Anomalepididae;Liotyphlops incertus;Liotyphlops incertus
Reptilia;Squamata;Anomalepididae;Liotyphlops ternetzii;Liotyphlops incertus
Aves;Passeriformes;Cotingidae;Lipaugus vociferans;Piauhau hurleur 
Mammalia;Cetacea;Iniidae;Lipotes vexillifer;Baiji
Reptilia;Testudines;Trionychidae;Lissemys punctata;Lyssémyde ponctuée
Reptilia;Testudines;Trionychidae;Lissemys punctata punctata;Trionyx de l'Inde du sud
Mammalia;Cetacea;Delphinidae;Lissodelphis borealis;Dauphin aptère boréal
Mammalia;Cetacea;Delphinidae;Lissodelphis peronii;Dauphin aptère austral
Aves;Gruiformes;Otididae;Lissotis melanogaster;Outarde à ventre noir
Amphibia;Anura;Ranidae;Lithobates palmipes;Grenouille de Spix
Amphibia;Anura;Leptodactylidae;Lithodytes lineatus;Lithodyte rayé
Mammalia;Carnivora;Phocidae;Lobodon carcinophaga;Phoque crabier
Aves;Passeriformes;Paradisaeidae;Loboparadisea sericea;Paradisier soyeux
Aves;Passeriformes;Locustellidae;Locustella certhiola;Locustelle de Pallas
Aves;Passeriformes;Locustellidae;Locustella fasciolata;Locustelle fasciée
Aves;Passeriformes;Locustellidae;Locustella fluviatilis;Locustelle fluviatile
Aves;Passeriformes;Locustellidae;Locustella lanceolata;Locustelle lancéolée
Aves;Passeriformes;Locustellidae;Locustella luscinioides;Locustelle luscinioïde
Aves;Passeriformes;Locustellidae;Locustella naevia;Locustelle tachetée
Aves;Apodiformes;Trochilidae;Loddigesia mirabilis;Loddigésie admirable
Mammalia;Chiroptera;Phyllostomidae;Lonchophylla thomasi;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Lonchorhina inusitata;Chauves-souris
Aves;Passeriformes;Estrildidae;Lonchura griseicapilla;Capucin à tête grise
Aves;Passeriformes;Estrildidae;Lonchura nevermanni;Capucin de Nevermann
Aves;Passeriformes;Estrildidae;Lonchura oryzivora;Padda de Java
Aves;Passeriformes;Estrildidae;Lonchura punctulata;Capucin damier
Aves;Passeriformes;Estrildidae;Lonchura stygia;Capucin noir
Mammalia;Carnivora;Mustelidae;Lontra canadensis;Loutre du Canada
Mammalia;Carnivora;Mustelidae;Lontra felina;Chungungo
Mammalia;Carnivora;Mustelidae;Lontra longicaudis;Loutre à longue queue
Mammalia;Carnivora;Mustelidae;Lontra provocax;Huillin
Aves;Falconiformes;Accipitridae;Lophaetus occipitalis;Aigle huppard
Mammalia;Primates;Cercopithecidae;Lophocebus albigena;Lophocèbe à joues grises 
Aves;Anseriformes;Anatidae;Lophodytes cucullatus;Harle couronné
Aves;Falconiformes;Accipitridae;Lophoictinia isura;Milan à queue carrée
Aves;Galliformes;Phasianidae;Lophophorus impejanus;Lophophore resplendissant
Aves;Galliformes;Phasianidae;Lophophorus lhuysii;Lophophore de Lhuys
Aves;Galliformes;Phasianidae;Lophophorus sclateri;Lophophore de Sclater
Aves;Passeriformes;Paradisaeidae;Lophorina superba;Paradisier superbe
Aves;Apodiformes;Trochilidae;Lophornis adorabilis;Coquette adorable
Aves;Apodiformes;Trochilidae;Lophornis brachylopha;Coquette du Guerrero
Aves;Apodiformes;Trochilidae;Lophornis chalybeus;Coquette chalybée
Aves;Apodiformes;Trochilidae;Lophornis delattrei;Coquette de Delattre
Aves;Apodiformes;Trochilidae;Lophornis gouldii;Coquette de Gould
Aves;Apodiformes;Trochilidae;Lophornis helenae;Coquette d'Hélène
Aves;Apodiformes;Trochilidae;Lophornis magnificus;Coquette magnifique
Aves;Caprimulgiformes;Trochilidae;Lophornis ornatus;Coquette huppe-col 
Aves;Apodiformes;Trochilidae;Lophornis pavoninus;Coquette paon
Aves;Apodiformes;Trochilidae;Lophornis stictolophus;Coquette pailletée
Mammalia;Chiroptera;Phyllostomidae;Lophostoma brasiliense;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Lophostoma carrikeri;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Lophostoma schulzi;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Lophostoma silvicolum;Chauves-souris
Aves;Strigiformes;Strigidae;Lophostrix cristata;Duc à aigrettes 
Aves;Gruiformes;Otididae;Lophotis ruficrista;Outarde houppette
Aves;Passeriformes;Tyrannidae;Lophotriccus galeatus;Microtyran casqué_ Todirostre casqué 
Aves;Passeriformes;Tyrannidae;Lophotriccus vitiosus;Microtyran bifascié_ Todirostre bifascié 
Aves;Galliformes;Phasianidae;Lophura bulweri;Faisan de Bulwer
Aves;Galliformes;Phasianidae;Lophura diardi;Faisan prélat
Aves;Galliformes;Phasianidae;Lophura edwardsi;Faisan d'Edwards
Aves;Galliformes;Phasianidae;Lophura hatinhensis;Faisan du Vietnam
Aves;Galliformes;Phasianidae;Lophura hoogerwerfi;Faisan d'Hoogerwerf_ Faisan de Sumatra
Aves;Galliformes;Phasianidae;Lophura inornata;Faisan de Salvadori
Aves;Galliformes;Phasianidae;Lophura leucomelanos;Faisan leucomèle
Aves;Galliformes;Phasianidae;Lophura swinhoii;Faisan de Swinhoe
Aves;Psittaciformes;Psittacidae;Loriculus amabilis;Coryllis des Moluques
Aves;Psittaciformes;Psittacidae;Loriculus aurantiifrons;Coryllis à front orange
Aves;Psittaciformes;Psittacidae;Loriculus beryllinus;Coryllis de Ceylan
Aves;Psittaciformes;Psittacidae;Loriculus catamene;Coryllis des Sangi
Aves;Psittaciformes;Psittacidae;Loriculus exilis;Coryllis vert
Aves;Psittaciformes;Psittacidae;Loriculus flosculus;Coryllis de Wallace
Aves;Psittaciformes;Psittacidae;Loriculus galgulus;Coryllis à tête bleue
Aves;Psittaciformes;Psittacidae;Loriculus philippensis;Coryllis des Philippines
Aves;Psittaciformes;Psittacidae;Loriculus pusillus;Coryllis à gorge jaune
Aves;Psittaciformes;Psittacidae;Loriculus stigmatus;Coryllis des Célèbes
Aves;Psittaciformes;Psittacidae;Loriculus tener;Coryllis des Bismark
Aves;Psittaciformes;Psittacidae;Loriculus vernalis;Coryllis vernal
Mammalia;Primates;Lorisidae;Loris tardigradus;Loris grèle
Aves;Psittaciformes;Psittacidae;Lorius albidinuchus;Lori à nuque blanche
Aves;Psittaciformes;Loriidae;Lorius chlorocercus;Lori à collier jaune
Aves;Psittaciformes;Loriidae;Lorius domicella;Lori des dames
Aves;Psittaciformes;Loriidae;Lorius garrulus;Lori noira
Aves;Psittaciformes;Loriidae;Lorius hypoinochrous;Lori à ventre violet
Aves;Psittaciformes;Loriidae;Lorius lory;Lori des Moluques
Aves;Passeriformes;Fringillidae;Loxia curvirostra;Bec-croisé des sapins
Aves;Passeriformes;Fringillidae;Loxia leucoptera;Bec-croisé bifascié
Aves;Passeriformes;Fringillidae;Loxia pytyopsittacus;Bec-croisé perroquet
Aves;Passeriformes;Fringillidae;Loxia scotica;Bec-croisé d'Écosse
Aves;Passeriformes;Thraupidae;Loxigilla noctis;Sporophile - Rouge gorge_ Père noir (mâle)_ Moisson (femelle)_ Gros bec (femelle)
Reptilia;Squamata;Boidae;Loxocemidae spp.;Python d'Amérique centrale
Reptilia;Squamata;Loxocemidae;Loxocemus bicolor;Python d'Amérique centrale
Mammalia;Proboscidea;Elephantidae;Loxodonta africana;Eléphant d'Afrique
Reptilia;Squamata;Gymnophthalmidae;Loxopholis guianense;Loxopholis guianense
Aves;Passeriformes;Alaudidae;Lullula arborea;Alouette lulu
Aves;Caprimulgiformes;Caprimulgidae;Lurocalis semitorquatus;Engoulevent à queue courte 
Aves;Passeriformes;Muscicapidae;Luscinia luscinia;Rossignol progné
Aves;Passeriformes;Muscicapidae;Luscinia megarhynchos;Rossignol philomèle
Aves;Passeriformes;Muscicapidae;Luscinia svecica;Gorgebleue à miroir
Mammalia;Carnivora;Mustelidae;Lutra enudris;Lutra enudris
Mammalia;Carnivora;Mustelidae;Lutra lutra;Loutre d'Europe_ Loutre commune
Mammalia;Carnivora;Mustelidae;Lutra sumatrana;Loutre de Sumatra
Mammalia;Carnivora;Mustelidae;Lutrogale perspicillata;Loutre d'Asie
Mammalia;Carnivora;Canidae;Lycalopex culpaeus;Renard colfeo
Mammalia;Carnivora;Canidae;Lycalopex griseus;Renard de Chiloé
Mammalia;Carnivora;Canidae;Lycalopex gymnocercus;Renard d'Azara
Aves;Passeriformes;Paradisaeidae;Lycocorax pyrrhopterus;Corneille de paradis
Reptilia;Squamata;Gekkonidae;Lygodactylus williamsi;Gecko nain de William
Reptilia;Squamata;Dipsadidae;Lygophis lineatus;Serpent
Mammalia;Carnivora;Felidae;Lynx canadensis;Lynx du Canada
Mammalia;Carnivora;Felidae;Lynx lynx;Lynx boréal
Mammalia;Carnivora;Felidae;Lynx lynx isabellinus;Lynx boréal
Mammalia;Carnivora;Felidae;Lynx pardinus;Lynx d'Espagne
Mammalia;Carnivora;Felidae;Lynx rufus;Chat sauvage
Reptilia;Squamata;Scincidae;Mabuya bistriata;Mabuya bistriata
Reptilia;Squamata;Scincidae;Mabuya mabouya;Scinque mabouya
Reptilia;Squamata;Scincidae;Mabuya nigropunctata;Saurien
Mammalia;Primates;Cercopithecidae;Macaca arctoides;Macaque brun
Mammalia;Primates;Cercopithecidae;Macaca assamensis;Macaque d'Assam
Mammalia;Primates;Cercopithecidae;Macaca cyclopis;Macaque de Formose
Mammalia;Primates;Cercopithecidae;Macaca fascicularis;Macaque crabier
Mammalia;Primates;Cercopithecidae;Macaca fuscata;Macaque à face rouge
Mammalia;Primates;Cercopithecidae;Macaca leonina;Macaque à queue de cochon
Mammalia;Primates;Cercopithecidae;Macaca maura;Macaque maure
Mammalia;Primates;Cercopithecidae;Macaca mulatta;Macaque rhésus
Mammalia;Primates;Cercopithecidae;Macaca nemestrina;Macaque à queue de cochon
Mammalia;Primates;Cercopithecidae;Macaca nigra;Macaque des Célèbes
Mammalia;Primates;Cercopithecidae;Macaca nigrescens;Macaque
Mammalia;Primates;Cercopithecidae;Macaca ochreata;Macaque
Mammalia;Primates;Cercopithecidae;Macaca radiata;Macaque bonnet chinois
Mammalia;Primates;Cercopithecidae;Macaca silenus;Macaque à queue de lion
Mammalia;Primates;Cercopithecidae;Macaca sinica;Macaque couronné
Mammalia;Primates;Cercopithecidae;Macaca sylvanus;Macaque de Gibraltar
Mammalia;Primates;Cercopithecidae;Macaca thibetana;Macaque du Tibet
Mammalia;Primates;Cercopithecidae;Macaca tonkeana;Macaque de Tonkea
Aves;Passeriformes;Paradisaeidae;Macgregoria pulchra;Paradisier de Macgregor
Aves;Falconiformes;Accipitridae;Macheiramphus alcinus;Milan des Chauves-souris
Aves;Galliformes;Megapodiidae;Macrocephalon maleo;Mégapode Maléo
Reptilia;Testudines;Chelydridae;Macrochelys temminckii;Tortue alligator
Aves;Procellariiformes;Procellariidae;Macronectes giganteus;Fulmar géant_  Pétrel géant
Aves;Procellariiformes;Procellariidae;Macronectes halli;Fulmar de Hall_ Pétrel de Hall
Mammalia;Chiroptera;Phyllostomidae;Macrophyllum macrophyllum;Chauves-souris
Mammalia;Peramelemorphia;Thylacomyidae;Macrotis lagotis;Grand bandicoot-lapin
Reptilia;Testudines;Emydidae;Malaclemys terrapin;Tortue à dos de diamant
Reptilia;Testudines;Testudinidae;Malacochersus tornieri;Tortue à carapace souple
Aves;Piciformes;Bucconidae;Malacoptila fusca;Tamatia brun 
Reptilia;Testudines;Geoemydidae;Malayemys macrocephala;Emyde
Reptilia;Testudines;Geoemydidae;Malayemys subtrijuga;Emyde des rizières
Reptilia;Squamata;Lamprophiidae;Malpolon monspessulanus;Couleuvre de Montpellier
Aves;Passeriformes;Pipridae;Manacus manacus;Manakin casse-noisette 
Mammalia;Primates;Cercopithecidae;Mandrillus leucophaeus;Drill
Mammalia;Primates;Cercopithecidae;Mandrillus sphinx;Mandrill
Mammalia;Pholidota;Manidae;Manis crassicaudata;Grand pangolin de l'Inde
Mammalia;Pholidota;Manidae;Manis culionensis;Pangolin
Mammalia;Pholidota;Manidae;Manis gigantea;Grand pangolin
Mammalia;Pholidota;Manidae;Manis javanica;Pangolin javanais
Mammalia;Pholidota;Manidae;Manis pentadactyla;Pangolin à queue courte
Mammalia;Pholidota;Manidae;Manis temminckii;Pangolin de Temminck
Mammalia;Pholidota;Manidae;Manis tetradactyla;Pangolin à longue queue
Mammalia;Pholidota;Manidae;Manis tricuspis;Pangolin à écailles tricuspides
Reptilia;Testudines;Testudinidae;Manouria emys;Tortue brune
Reptilia;Testudines;Testudinidae;Manouria impressa;Tortue imprimée
Amphibia;Anura;Mantellidae;Mantella aurantiaca;Mantelle dorée
Amphibia;Anura;Mantellidae;Mantella bernhardi;Mantelle
Amphibia;Anura;Mantellidae;Mantella betsileo;Mantelle
Amphibia;Anura;Mantellidae;Mantella cowanii;Mantelle
Amphibia;Anura;Mantellidae;Mantella crocea;Mantelle
Amphibia;Anura;Mantellidae;Mantella expectata;Mantelle
Amphibia;Anura;Mantellidae;Mantella haraldmeieri;Mantelle
Amphibia;Anura;Mantellidae;Mantella laevigata;Mantelle
Amphibia;Anura;Mantellidae;Mantella madagascariensis;Mantelle
Amphibia;Anura;Mantellidae;Mantella manery;Mantelle
Amphibia;Anura;Mantellidae;Mantella milotympanum;Mantelle
Amphibia;Anura;Mantellidae;Mantella nigricans;Mantelle
Amphibia;Anura;Mantellidae;Mantella pulchra;Mantelle
Amphibia;Anura;Mantellidae;Mantella spp.;Mantelles
Amphibia;Anura;Mantellidae;Mantella viridis;Mantelle
Aves;Passeriformes;Paradisaeidae;Manucodia atra;Manucaude noir
Aves;Passeriformes;Paradisaeidae;Manucodia chalybata;Manucaude vert
Aves;Passeriformes;Paradisaeidae;Manucodia comrii;Manucaude de Comrie
Aves;Passeriformes;Paradisaeidae;Manucodia jobiensis;Paradisier de Jobi
Aves;Passeriformes;Paradisaeidae;Manucodia keraudrenii;Manucaude de Keraudren
