CLASSE;ORDRE;FAMILLE;NOM SCIENTIFIQUE de l'espèce;NOM COMMUN (vernaculaire) de l'espèce
Aves;Passeriformes;Tyrannidae;Todirostrum maculatum;Todirostre tacheté 
Aves;Passeriformes;Tyrannidae;Todirostrum pictum;Todirostre peint 
Aves;Passeriformes;Tyrannidae;Tolmomyias assimilis;Platyrhynque à miroir 
Aves;Passeriformes;Tyrannidae;Tolmomyias flaviventris;Platyrhynque à poitrine jaune 
Aves;Passeriformes;Tyrannidae;Tolmomyias poliocephalus;Platyrhynque poliocéphale 
Aves;Passeriformes;Tyrannidae;Tolmomyias sulphurescens;Platyrhynque jaune-olive 
Reptilia;Crocodylia;Crocodylidae;Tomistoma schlegelii;Faux-gavial malais
Mammalia;Chiroptera;Phyllostomidae;Tonatia saurophila;Chauves-souris
Aves;Caprimulgiformes;Trochilidae;Topaza pella;Colibri topaze 
Aves;Falconiformes;Accipitridae;Torgos tracheliotos;Vautour oricou
Aves;Falconiformes;Accipitridae;Torgos tracheliotus;Vautour oricou
Aves;Psittaciformes;Psittacidae;Touit batavica;Toui à sept couleurs
Aves;Psittaciformes;Psittacidae;Touit batavicus;Toui à sept couleurs
Aves;Psittaciformes;Psittacidae;Touit costaricensis;Toui du Costa Rica
Aves;Psittaciformes;Psittacidae;Touit dilectissima;Toui à front bleu
Aves;Psittaciformes;Psittacidae;Touit huetii;Toui de Huet
Aves;Psittaciformes;Psittacidae;Touit melanonotus;Toui à dos noir
Aves;Psittaciformes;Psittacidae;Touit purpurata;Toui à queue pourprée
Aves;Psittaciformes;Psittacidae;Touit purpuratus;Toui à queue pourprée
Aves;Psittaciformes;Psittacidae;Touit stictiptera;Toui tacheté
Aves;Psittaciformes;Psittacidae;Touit surdus;Toui à queue d'or
Aves;Passeriformes;Mimidae;Toxostoma rufum;Moqueur roux
Mammalia;Chiroptera;Phyllostomidae;Trachops cirrhosus;Chauves-souris
Reptilia;Squamata;Tropidophiidae;Trachyboa boulengeri;Boa nain de Boulenger
Reptilia;Squamata;Tropidophiidae;Trachyboa gularis;Boa nain de l'Equateur
Amphibia;Anura;Hylidae;Trachycephalus coriaceus;Rainette coriace
Amphibia;Anura;Hylidae;Trachycephalus hadroceps;Rainette marteau
Amphibia;Anura;Hylidae;Trachycephalus resinifictrix;Rainette Kunawalu
Amphibia;Anura;Hylidae;Trachycephalus typhonius;Rainette réticulaire
Mammalia;Primates;Cercopithecidae;Trachypithecus auratus;Cercopithèque
Mammalia;Primates;Cercopithecidae;Trachypithecus cristatus;Budeng
Mammalia;Primates;Cercopithecidae;Trachypithecus francoisi;Langur de François
Mammalia;Primates;Cercopithecidae;Trachypithecus geei;Entelle dorée
Mammalia;Primates;Cercopithecidae;Trachypithecus johnii;Langur du Nilgiri
Mammalia;Primates;Cercopithecidae;Trachypithecus obscurus;Semnopithèque obscur
Mammalia;Primates;Cercopithecidae;Trachypithecus phayrei;Semnopithèque de Phayre
Mammalia;Primates;Cercopithecidae;Trachypithecus pileatus;Entelle pileuse
Mammalia;Primates;Cercopithecidae;Trachypithecus vetulus;Semnopithèque blanchâtre
Aves;Galliformes;Phasianidae;Tragopan blythii;Tragopan de Blyth
Aves;Galliformes;Phasianidae;Tragopan caboti;Tragopan de Cabot
Aves;Galliformes;Phasianidae;Tragopan melanocephalus;Tragopan à tête noire
Aves;Galliformes;Phasianidae;Tragopan satyra;Tragopan satyre
Mammalia;Carnivora;Ursidae;Tremarctos ornatus;Ours à lunettes
Reptilia;Squamata;Gymnophthalmidae;Tretioscincus agilis;Saurien
Reptilia;Squamata;Scincidae;Tribolonotus gracilis;Lézard casqué grêle
Reptilia;Squamata;Scincidae;Tribolonotus novaeguineae;Lézard casqué de NouvelleGuinée
Reptilia;Squamata;Chamaeleonidae;Triceros sternfeldi;Caméléon
Mammalia;Sirenia;Trichechidae;Trichechus inunguis;Lamantin d'Amérique du sud
Mammalia;Sirenia;Trichechidae;Trichechus manatus;Lamantin des Antilles
Mammalia;Sirenia;Trichechidae;Trichechus senegalensis;Lamantin d'Afrique
Aves;Psittaciformes;Loriidae;Trichoglossus chlorolepidotus;Loriquet vert
Aves;Psittaciformes;Loriidae;Trichoglossus euteles;Loriquet eutèle
Aves;Psittaciformes;Loriidae;Trichoglossus flavoviridis;Loriquet jaune et vert
Aves;Psittaciformes;Loriidae;Trichoglossus haematodus;Loriquet à tête bleue
Aves;Psittaciformes;Psittacidae;Trichoglossus haematodus rubritorquis;Loriquet à col rouge
Aves;Psittaciformes;Loriidae;Trichoglossus johnstoniae;Loriquet de Johnstone
Aves;Psittaciformes;Loriidae;Trichoglossus ornatus;Loriquet orné
Aves;Psittaciformes;Loriidae;Trichoglossus rubiginosus;Loriquet de Ponapé
Aves;Psittaciformes;Psittacidae;Triclaria malachitacea;Crick à ventre bleu
Aves;Falconiformes;Accipitridae;Trigonoceps occipitalis;Vautour à tête blanche
Reptilia;Squamata;Leptotyphlopidae;Trilepida macrolepis;Serpent
Reptilia;Squamata;Viperidae;Trimeresurus mangshanensis;Vipère à fossettes du mont Mang
Aves;Charadriiformes;Scolopacidae;Tringa brevipes;Chevalier de Sibérie
Aves;Charadriiformes;Scolopacidae;Tringa flavipes;Petit Chevalier à pattes jaune_ Chevalier à pattes jaunes
Aves;Charadriiformes;Scolopacidae;Tringa glareola;Chevalier sylvain
Aves;Charadriiformes;Scolopacidae;Tringa guttifer;Chevalier à gouttelette
Aves;Charadriiformes;Scolopacidae;Tringa hypoleucos;Chevalier guignette
Aves;Charadriiformes;Scolopacidae;Tringa melanoleuca;Grand Chevalier à pattes jaunes_ Chevalier criard
Aves;Charadriiformes;Scolopacidae;Tringa nebularia;Chevalier aboyeur
Aves;Charadriiformes;Scolopacidae;Tringa ochropus;Chevalier culblanc
Aves;Charadriiformes;Scolopacidae;Tringa semipalmata;Chevalier semipalmé
Aves;Charadriiformes;Scolopacidae;Tringa solitaria;Chevalier solitaire
Aves;Charadriiformes;Scolopacidae;Tringa stagnatilis;Chevalier stagnatile
Mammalia;Chiroptera;Phyllostomidae;Trinycteris nicefori;Trinyctère de Nicéforo_ Trinyctère de Nicéphore
Reptilia;Squamata;Chamaeleonidae;Trioceros affinis;Caméléon de Rüppel
Reptilia;Squamata;Chamaeleonidae;Trioceros balebicornutus;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros bitaeniatus;Caméléon à deux bandes
Reptilia;Squamata;Chamaeleonidae;Trioceros camerunensis;Caméléon du Cameroun
Reptilia;Squamata;Chamaeleonidae;Trioceros chapini;Caméléon gris
Reptilia;Squamata;Chamaeleonidae;Trioceros conirostratus;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros cristatus;Caméléon à crêté
Reptilia;Squamata;Chamaeleonidae;Trioceros deremensis;Caméléon ondulé
Reptilia;Squamata;Chamaeleonidae;Trioceros ellioti;Caméléon d'Elliot
Reptilia;Squamata;Chamaeleonidae;Trioceros feae;Caméléon de Fea
Reptilia;Squamata;Chamaeleonidae;Trioceros fuelleborni;Caméléon du volcan Ngosi
Reptilia;Squamata;Chamaeleonidae;Trioceros goetzei;Caméléon de Goetze
Reptilia;Squamata;Chamaeleonidae;Trioceros hanangensis;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros harennae;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros hoehnelii;Caméléon à casque élevé
Reptilia;Squamata;Chamaeleonidae;Trioceros incornutus;Caméléon du mont Poroto
Reptilia;Squamata;Chamaeleonidae;Trioceros ituriensis;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros jacksonii;Caméléon de Jackson
Reptilia;Squamata;Chamaeleonidae;Trioceros johnstoni;Caméléon de Johnston
Reptilia;Squamata;Chamaeleonidae;Trioceros kinetensis;Caméléon vrai
Reptilia;Squamata;Chamaeleonidae;Trioceros laterispinis;Caméléon des monts Uzungwe
Reptilia;Squamata;Chamaeleonidae;Trioceros marsabitensis;Caméléon de Tilbury
Reptilia;Squamata;Chamaeleonidae;Trioceros melleri;Caméléon de Meller
Reptilia;Squamata;Chamaeleonidae;Trioceros montium;Caméléon à voile du Cameroun
Reptilia;Squamata;Chamaeleonidae;Trioceros narraioca;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros ntunte;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros nyirit;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros oweni;Caméléon d'Owen
Reptilia;Squamata;Chamaeleonidae;Trioceros perreti;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros pfefferi;Caméléon de Pfeffer
Reptilia;Squamata;Chamaeleonidae;Trioceros quadricornis;Caméléon à quatre cornes
Reptilia;Squamata;Chamaeleonidae;Trioceros rudis;Caméléon rude
Reptilia;Squamata;Chamaeleonidae;Trioceros schoutedeni;Caméléon de Schoudeten
Reptilia;Squamata;Chamaeleonidae;Trioceros schubotzi;Caméléon de Schubotz
Reptilia;Squamata;Chamaeleonidae;Trioceros serratus;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros spp.;Caméléons
Reptilia;Squamata;Chamaeleonidae;Trioceros sternfeldi;Caméléon
Reptilia;Squamata;Chamaeleonidae;Trioceros tempeli;Caméléon des montagnes de Tanzanie
Reptilia;Squamata;Chamaeleonidae;Trioceros werneri;Caméléon de Werner
Reptilia;Squamata;Chamaeleonidae;Trioceros wiedersheimi;Caméléon du mont Lefo
Reptilia;Testudines;Trionychidae;Trionyx triunguis;Trionyx du Nil
Reptilia;Squamata;Dipsadidae;Tripanurgos compressus;Serpent
Amphibia;Urodela;Salamandridae;Triturus (cristatus) carnifex;Triton crêté italien
Amphibia;Urodela;Salamandridae;Triturus (cristatus) cristatus;Triton crêté
Amphibia;Urodela;Salamandridae;Triturus alpestris;Triton alpestre
Amphibia;Urodela;Salamandridae;Triturus blasii;Triton de Blasius
Amphibia;Urodela;Salamandridae;Triturus carnifex;Triton crêté italien
Amphibia;Urodela;Salamandridae;Triturus helveticus;Triton palmé
Amphibia;Urodela;Salamandridae;Triturus marmoratus;Triton marbré
Amphibia;Urodela;Salamandridae;Triturus vulgaris;Triton ponctué
Aves;Apodiformes;Trochilidae;Trochilus polytmus;Colibri à tête noire
Aves;Passeriformes;Troglodytidae;Troglodytes aedon;Troglodyte familier_ Rossignol
Aves;Passeriformes;Troglodytidae;Troglodytes troglodytes;Troglodyte mignon
Aves;Trogoniformes;Trogonidae;Trogon collaris;Trogon rosalba 
Aves;Trogoniformes;Trogonidae;Trogon melanurus;Trogon à queue noire 
Aves;Trogoniformes;Trogonidae;Trogon rufus;Trogon aurore 
Aves;Trogoniformes;Trogonidae;Trogon violaceus;Trogon violacé 
Aves;Trogoniformes;Trogonidae;Trogon viridis;Trogon à queue blanche 
Reptilia;Squamata;Boidae;Tropidophiidae spp.;Serpent (Tropidophiidé)
Reptilia;Squamata;Tropidophiidae;Tropidophis battersbyi;Boa forestier de Battersby
Reptilia;Squamata;Tropidophiidae;Tropidophis canus;Boa forestier de l'île du Grand Inagua
Reptilia;Squamata;Tropidophiidae;Tropidophis caymanensis;Boa forestier des îles Cayman
Reptilia;Squamata;Tropidophiidae;Tropidophis feicki;Boa forestier de Feick
Reptilia;Squamata;Tropidophiidae;Tropidophis fuscus;Boa forestier brun
Reptilia;Squamata;Tropidophiidae;Tropidophis greenwayi;Boa forestier d'Ambergris Cay
Reptilia;Squamata;Tropidophiidae;Tropidophis haetianus;Boa forestier d'Haïti
Reptilia;Squamata;Tropidophiidae;Tropidophis maculatus;Boa forestier tacheté
Reptilia;Squamata;Tropidophiidae;Tropidophis melanurus;Boa forestier à queue noire de l'île Navassa
Reptilia;Squamata;Tropidophiidae;Tropidophis nigriventris;Boa forestier à ventre noir
Reptilia;Squamata;Tropidophiidae;Tropidophis pardalis;Boa forestier léopard
Reptilia;Squamata;Tropidophiidae;Tropidophis paucisquamis;Boa forestier du Brésil
Reptilia;Squamata;Tropidophiidae;Tropidophis pilsbryi;Boa forestier de Pilsbry
Reptilia;Squamata;Tropidophiidae;Tropidophis semicinctus;Boa forestier annelé
Reptilia;Squamata;Tropidophiidae;Tropidophis taczanowskyi;Boa forestier de Taczanowsky
Reptilia;Squamata;Tropidophiidae;Tropidophis wrighti;Boa forestier de Wright
Reptilia;Squamata;Tropiduridae;Tropidurus hispidus;Saurien
Aves;Charadriiformes;Scolopacidae;Tryngites subruficollis;Bécasseau rousset_ Bécasseau roussâtre
Mammalia;Scandentia;Tupaiidae;Tupaia belangeri;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia chrysogaster;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia dorsalis;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia glis;Toupaïe commun
Mammalia;Scandentia;Tupaiidae;Tupaia gracilis;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia javanica;Toupaïe de Java
Mammalia;Scandentia;Tupaiidae;Tupaia longipes;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia minor;Toupaïe de Müller
Mammalia;Scandentia;Tupaiidae;Tupaia montana;Toupaïe des montagnes
Mammalia;Scandentia;Tupaiidae;Tupaia nicobarica;Toupaïe des îles Nicobar
Mammalia;Scandentia;Tupaiidae;Tupaia palawanensis;Toupaïe de l'île Palawan
Mammalia;Scandentia;Tupaiidae;Tupaia picta;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia splendidula;Toupaye
Mammalia;Scandentia;Tupaiidae;Tupaia tana;Grande toupaïe
Reptilia;Squamata;Teiidae;Tupinambis merianae;Téjus
Reptilia;Squamata;Teiidae;Tupinambis rufescens;Téju rouge
Reptilia;Squamata;Teiidae;Tupinambis spp.;Grand téjus
Reptilia;Squamata;Teiidae;Tupinambis teguixin;Grand téju
Aves;Columbiformes;Columbidae;Turacoena modesta;Phasianelle modeste
Aves;Passeriformes;Turdidae;Turdus albicollis;Merle à col blanc 
Aves;Passeriformes;Turdidae;Turdus atrogularis;Grive à gorge noire
Aves;Passeriformes;Muscicapidae;Turdus dissimilis;Merle à poitrine noire
Aves;Passeriformes;Turdidae;Turdus eunomus;Grive à ailes rousses
Aves;Passeriformes;Turdidae;Turdus fumigatus;Merle cacao 
Aves;Passeriformes;Turdidae;Turdus leucomelas;Merle leucomèle 
Aves;Passeriformes;Turdidae;Turdus migratorius;Merle d'Amérique
Aves;Passeriformes;Turdidae;Turdus naumanni;Grive à ailes rousses
Aves;Passeriformes;Turdidae;Turdus nudigenis;Merle à lunettes_ Grive à lunettes_ Grive chatte
Aves;Passeriformes;Turdidae;Turdus obscurus;Grive obscure
Aves;Passeriformes;Turdidae;Turdus ruficollis;Grive à gorge rousse_ Grive à gorge noire
Aves;Passeriformes;Turdidae;Turdus torquatus;Merle à plastron
Aves;Passeriformes;Turdidae;Turdus unicolor;Merle unicolore
Aves;Charadriiformes;Turnicidae;Turnix sylvaticus;Turnix sylvaticus
Mammalia;Cetacea;Delphinidae;Tursiops aduncus;Grand dauphin de l'océan indien_ Grand dauphin de l'Indo-pacifique
Mammalia;Cetacea;Delphinidae;Tursiops truncatus;Grand dauphin commun
Aves;Galliformes;Phasianidae;Tympanuchus cupido attwateri;Tétras cupidon d'Attwater
Amphibia;Gymnophiona;Typhlonectidae;Typhlonectes compressicauda;Typhlonecte queue comprimée
Reptilia;Squamata;Anomalepididae;Typhlophis squamosus;Serpent
Reptilia;Squamata;Typhlopidae;Typhlops guadeloupensis;Typhlops de la Guadeloupe
Reptilia;Squamata;Typhlopidae;Typhlops reticulatus;Serpent
Aves;Passeriformes;Pipridae;Tyranneutes virescens;Manakin minuscule 
Aves;Passeriformes;Tyrannidae;Tyrannopsis sulphurea;Tyran des palmiers 
Aves;Passeriformes;Tyrannidae;Tyrannulus elatus;Tyranneau roitelet 
Aves;Passeriformes;Tyrannidae;Tyrannus albogularis;Tyran à gorge
Aves;Passeriformes;Tyrannidae;Tyrannus dominicensis;Tyran gris_ Pipiri_ Pipirite
Aves;Passeriformes;Tyrannidae;Tyrannus melancholicus;Tyran mélancolique 
Aves;Passeriformes;Tyrannidae;Tyrannus savana;Tyran des savanes
Aves;Passeriformes;Tyrannidae;Tyrannus tyrannus;Tyran tritri
Aves;Strigiformes;Tytonidae;Tyto alba;Chouette effraie_ Effraie des clochers
Aves;Strigiformes;Tytonidae;Tyto aurantia;Effraie dorée
Aves;Strigiformes;Tytonidae;Tyto capensis;Effraie du Cap
Aves;Strigiformes;Tytonidae;Tyto castanops;Effraie de Tasmanie
Aves;Strigiformes;Tytonidae;Tyto glaucops;Effraie d'Hispaniola
Aves;Strigiformes;Tytonidae;Tyto inexspectata;Effraie de Minahassa
Aves;Strigiformes;Tytonidae;Tyto longimembris;Effraie de prairie
Aves;Strigiformes;Tytonidae;Tyto manusi;Effraie de Manus
Aves;Strigiformes;Tytonidae;Tyto multipunctata;Effraie piquetée
Aves;Strigiformes;Tytonidae;Tyto nigrobrunnea;Effraie de Taliabu
Aves;Strigiformes;Tytonidae;Tyto novaehollandiae;Effraie masquée
Aves;Strigiformes;Tytonidae;Tyto rosenbergii;Effraie des Célèbes
Aves;Strigiformes;Tytonidae;Tyto sororcula;Effraie des Tanimbar
Aves;Strigiformes;Tytonidae;Tyto soumagnei;Effraie de Soumagne
Aves;Strigiformes;Tytonidae;Tyto tenebricosa;Effraie ombrée
Mammalia;Carnivora;Felidae;Uncia uncia;Panthère des neiges
Reptilia;Squamata;Tropidophiidae;Ungaliophis continentalis;Boa nain d'Amérique centrale
Reptilia;Squamata;Tropidophiidae;Ungaliophis panamensis;Boa nain du Panama
Aves;Bucerotiformes;Upupidae;Upupa epops;Huppe fasciée
Reptilia;Squamata;Tropiduridae;Uracentron azureum;Saurien
Reptilia;Squamata;Tropiduridae;Uranoscodon superciliosus;Saurien
Aves;Charadriiformes;Alcidae;Uria aalge;Guillemot de Troïl
Aves;Charadriiformes;Alcidae;Uria lomvia;Guillemot de Brünnich
Aves;Apodiformes;Trochilidae;Urochroa bougueri;Colibri de Bouguer
Mammalia;Chiroptera;Phyllostomidae;Uroderma bilobatum;Chauves-souris
Mammalia;Scandentia;Tupaiidae;Urogale everetti;Urogale de Mindanao
Aves;Strigiformes;Strigidae;Uroglaux dimorpha;Chouette de Nouvelle-Guinée
Reptilia;Squamata;Agamidae;Uromastyx acanthinura;Fouette-queue épineux
Reptilia;Squamata;Agamidae;Uromastyx aegyptia;Fouette-queue d'Egypte
Reptilia;Squamata;Agamidae;Uromastyx benti;Fouette-queue de Bent
Reptilia;Squamata;Agamidae;Uromastyx dispar;Fouette-queue
Reptilia;Squamata;Agamidae;Uromastyx geyri;Fouette-queue du Sahara
Reptilia;Squamata;Agamidae;Uromastyx nigriventris;Fouette-queue
Reptilia;Squamata;Agamidae;Uromastyx ocellata;Fouette-queue ocellé
Reptilia;Squamata;Agamidae;Uromastyx princeps;Fouette-queue d'O'Shaughnessy
Reptilia;Squamata;Agamidae;Uromastyx shobraki;Fouette-queue
Reptilia;Squamata;Agamidae;Uromastyx spp.;Lézards fouette-queue
Reptilia;Squamata;Agamidae;Uromastyx thomasi;Fouette-queue de Thomas
Reptilia;Squamata;Gekkonidae;Uroplatus alluaudi;Geckos à queue plate d'Alluaud
Reptilia;Squamata;Gekkonidae;Uroplatus ebenaui;Geckos à queue plate d'Ebenau
Reptilia;Squamata;Gekkonidae;Uroplatus fimbriatus;Geckos à queue plate commun
Reptilia;Squamata;Gekkonidae;Uroplatus finiavana;Uroplate
Reptilia;Squamata;Gekkonidae;Uroplatus giganteus;Uroplate
Reptilia;Squamata;Gekkonidae;Uroplatus guentheri;Geckos à queue plate de Günther
Reptilia;Squamata;Gekkonidae;Uroplatus henkeli;Geckos à queue plate de Henkel
Reptilia;Squamata;Gekkonidae;Uroplatus lineatus;Geckos à queue plate ligné
Reptilia;Squamata;Gekkonidae;Uroplatus malahelo;Geckos à queue plate Malahelo
Reptilia;Squamata;Gekkonidae;Uroplatus malama;Gecko
Reptilia;Squamata;Gekkonidae;Uroplatus phantasticus;Geckos à queue plate de la côte est
Reptilia;Squamata;Gekkonidae;Uroplatus pietschmanni;Gecko
Reptilia;Squamata;Gekkonidae;Uroplatus sameiti;Gecko
Reptilia;Squamata;Gekkonidae;Uroplatus sikorae;Geckos à queue plate à bouche noire
Reptilia;Squamata;Gekkonidae;Uroplatus spp.;Uroplates
Aves;Apodiformes;Trochilidae;Urosticte benjamini;Colibri de Benjamin
Aves;Apodiformes;Trochilidae;Urosticte ruficrissa;Colibri à sous-caudales rousses
Aves;Falconiformes;Accipitridae;Urotriorchis macrourus;Autour à longue queue
Mammalia;Carnivora;Ursidae;Ursus americanus;Ours noir américain
Mammalia;Carnivora;Ursidae;Ursus arctos;Ours brun_ Ours
Mammalia;Carnivora;Ursidae;Ursus arctos isabellinus;Ours brun de l'Himalaya
Mammalia;Carnivora;Ursidae;Ursus maritimus;Ours blanc
Mammalia;Carnivora;Ursidae;Ursus thibetanus;Ours à collier
Mammalia;Chiroptera;Phyllostomidae;Vampyriscus bidens;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Vampyriscus brocki;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Vampyrodes caraccioli;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Vampyrum spectrum;Chauves-souris
Aves;Charadriiformes;Charadriidae;Vanellus cayanus;Vanneau de Cayenne 
Aves;Charadriiformes;Charadriidae;Vanellus chilensis;Vanneau téro 
Aves;Charadriiformes;Charadriidae;Vanellus gregarius;Vanneau sociable
Aves;Charadriiformes;Charadriidae;Vanellus leucurus;Vanneau à queue blanche
Aves;Charadriiformes;Charadriidae;Vanellus spinosus;Vanneau à éperons
Reptilia;Squamata;Varanidae;Varanus acanthurus;Varan à queue épineuse
Reptilia;Squamata;Varanidae;Varanus albigularis;Varan à gorge blanche
Reptilia;Squamata;Varanidae;Varanus baritji;Varan pierre
Reptilia;Squamata;Varanidae;Varanus beccarii;Varan arboricole noir
Reptilia;Squamata;Varanidae;Varanus bengalensis;Varan du Bengale
Reptilia;Squamata;Varanidae;Varanus boehmei;Varan
Reptilia;Squamata;Varanidae;Varanus bogerti;Varan de Bogert
Reptilia;Squamata;Varanidae;Varanus brevicauda;Varan à queue courte
Reptilia;Squamata;Varanidae;Varanus caudolineatus;Varan à queue rayée
Reptilia;Squamata;Varanidae;Varanus doreanus;Varan à queue bleue
Reptilia;Squamata;Varanidae;Varanus dumerilii;Varan de Duméril
Reptilia;Squamata;Varanidae;Varanus eremius;Varan des cavernes
Reptilia;Squamata;Varanidae;Varanus exanthematicus;Varan des savanes
Reptilia;Squamata;Varanidae;Varanus flavescens;Varan jaune
Reptilia;Squamata;Varanidae;Varanus giganteus;Perentie
Reptilia;Squamata;Varanidae;Varanus gilleni;Varan de Gillen
Reptilia;Squamata;Varanidae;Varanus glauerti;Varan de Glauert
Reptilia;Squamata;Varanidae;Varanus glebopalma;Varan des rochers à longue queue
Reptilia;Squamata;Varanidae;Varanus gouldii;Varan de Gould
Reptilia;Squamata;Varanidae;Varanus griseus;Varan du désert
